id_municipio,id_estacao,estacao,data_fundacao,geolocalizacao,altitude
4315453,B860,RELVADO,2026-02-24,POINT(-29.10444444 -52.05277777),301
4317509,B844,SANTO ANGELO,2026-02-25,POINT(-28.27805554 -54.27388888),270
4318606,B861,SAO JOSE DO OURO,2026-02-26,POINT(-27.77249999 -51.58666666),803
4318622,B857,BOM JESUS - SANTO INACIO,2026-03-03,POINT(-28.51388888 -50.16777777),1132
4302303,B856,BOM JESUS (INMET),2026-03-03,POINT(-28.66944443 -50.44194444),1054
4313656,B862,MOSTARDAS - BACUPARI,2026-03-09,POINT(-30.50611111 -50.41999999),20
4308003,B854,FAXINAL DO SOTURNO,2026-03-11,POINT(-29.58749999 -53.42749999),70
4323002,B824,VIAMAO,2026-03-17,POINT(-30.11527777 -50.92916666),65
4310603,B851,MACAMBARA,2026-04-29,POINT(-29.15527777 -56.1786111),95
4311502,B853,LAVRAS DO SUL,2026-04-30,POINT(-30.7886111 -53.89416666),390
3106200,A521,BELO HORIZONTE - PAMPULHA,2006-10-10,POINT(-19.88388888 -43.96944443),854.02
3106200,F501,BELO HORIZONTE - CERCADINHO,2013-12-27,POINT(-19.97999999 -43.95861111),1199.55
3106200,A572,BELO HORIZONTE - SANTO AGOSTINHO,2025-08-28,POINT(-19.93388888 -43.95222222),915.47
5300108,A001,BRASILIA,2000-05-07,POINT(-15.78944444 -47.92583332),1160.96
5300108,A045,AGUAS EMENDADAS,2008-10-03,POINT(-15.59638888 -47.62583332),1030.36
5300108,A046,GAMA (PONTE ALTA),2014-10-01,POINT(-15.93527777 -48.13749999),990
5300108,A047,PARANOA (COOPA-DF),2017-02-07,POINT(-16.01222222 -47.5575),1043
5300108,A042,BRAZLANDIA,2017-07-19,POINT(-15.6525 -48.20138888),1147
